Date,Daily Stoic,Daily Dad
2025-10-30,"October 30



“Aren’t you ashamed to reserve for yourself only the remnants of your life and to dedicate to wisdom only that time can’t be directed to business?”

—
S
ENECA,
O
N THE
B
REVITY OF
L
IFE
, 
 3.5
b

I
 n one of his letters, Seneca tells a story about Alexander the Great. Apparently as Alexander was conquering the world, certain countries would offer him pieces of their territory in hopes that he’d leave them alone in exchange. Alexander would tell them, writes Seneca, that he hadn’t come all the way to Asia to accept whatever they would give him, but instead they were going to have to accept whatever he chose to leave them.

According to Seneca, we should treat philosophy the same way in our lives. Philosophy shouldn’t have to accept what time or energy is left over from other occupations but instead we should graciously make time for those other pursuits only once our study is finished.

If real self-improvement is what we’re after, why do we leave our reading until those few minutes before we shut off the lights and go to bed? Why do we block off eight to ten hours in the middle of the day to be at the office or to go to meetings but block out no time for thinking about the big questions? The average person somehow manages to squeeze in twenty-eight hours of television per week—but ask them if they had time to study philosophy, and they will probably tell you they’re too busy.","October 30

Give Them This Great Power

When she was about thirteen years old, Condoleezza Rice came home heartbroken because a classmate had gotten up and moved seats, refusing to be seated next to a black girl. You might have expected her parents to comfort her, to tell her that America still had a long way to go, and to assure her that she was just as good as everyone else. Indeed, they may have done those things, but her father also chose in that moment to give his daughter some pretty counterintuitive advice: “It’s okay that some close-minded person doesn’t want to sit next to you, as long as they are the one that moves.”

Instead of making his daughter feel like a victim, he empowered her. He gave her a great gift in that moment—it was a gift of dignity and strength. Yes, he was telling her she couldn’t control what other thoughtless or mean people did. She could, however, decide not to let it affect her, not to let it change how she lived her life or how she went about her own school day. If some racist kid (with racist parents, obviously) wanted to change where they sat, that was their choice. But she didn’t have to bend or be changed by it. She didn’t have to let it get to her.

They can move. She didn’t have to do a thing. That was her power. Your kids should know they have that power too."
2025-10-31,"October 31



“The human being is born with an inclination toward virtue.”

—
M
USONIUS
R
UFUS,
L
ECTURES
, 
 2.7.1–2

T
 he notion of original sin has weighed down humankind for centuries. In reality, we’re made to help each other and be good to each other. We wouldn’t have survived as a species otherwise.

There is hardly an idea in Stoic philosophy that wouldn’t be immediately agreeable to a child or that doesn’t jibe with common sense. The ideas within it go to the core of who we are and what we know to be true. The only things they conflict with are the various inventions of society—which usually serve some selfish interest more than they benefit the common good.

You were born good. “All of us have been made by nature,” Rufus said, “so that we can live free from error and nobly—not that one can and another can’t, but all.” You were born with an attraction to virtue and self-mastery. If you’ve gotten far from that, it’s not out of some inborn corruption but from a nurturing of the wrong things and the wrong ideas. As Seneca has pointed out, philosophy is a tool to strip it all away—to get back to our true nature.

","October 31

Don’t Be One of Those Parents

A helicopter parent hovers. They refuse to let their kid out of their sight. They follow them on the playground so they never fall down. They don’t let them ride their bike to a friend’s house so they never get lost. They make all their kids’ decisions for them. They check in constantly with their teachers to make sure everything is going according to plan. Their plan.

A snowplow parent doesn’t hover; they drive out in front of their kid, clearing the road of every conceivable impediment and obstacle between adolescence and . . . retirement? Their kid’s, not their own.

Coach doesn’t think their kid is good enough to be the star player? They’ll start their own team. College applications? They’ve got it handled—even if it means bending the rules or breaking the law. At great pain and expense, their kid will never have to struggle, stumble, or be rejected.

Needless to say, neither of these approaches is likely to produce what every good parent wants: self-sufficient, happy, and well-adjusted children. Even though many helicopter and snowplow parents come from a good place—they love their kids so much that they want nothing but the best for them—they are actively doing harm.

Your job is to be there for your kid, not to be their everything. Your job is to teach your kid, not to prevent them from ever failing. Yes, you have to keep them safe, but not at the cost of keeping them sheltered. Not at the expense of life itself."
2025-11-01,"November 1



“Don’t seek for everything to happen as you wish it would, but rather wish that everything happens as it actually will—then your life will flow well.”

—
E
PICTETUS,
E
NCHIRIDION
, 
 8

“It is easy to praise providence for anything that may happen if you have two qualities: a complete view of what has actually happened in each instance and a sense of gratitude. Without gratitude what is the point of seeing, and without seeing what is the object of gratitude?”

—
E
PICTETUS,
D
ISCOURSES
, 
 1.6.1–2

S
 omething happened that we wish had not. Which of these is easiest to change: our opinion or the event that is past?

The answer is obvious. Accept what happened and change your wish that it had not happened. Stoicism calls this the “art of acquiescence”—to accept rather than fight every little thing.

And the most practiced Stoics take it a step further. Instead of simply accepting
 what happens, they urge us to actually enjoy
 what has happened—whatever it is. Nietzsche, many centuries later, coined the perfect expression to capture this idea: amor fati
 (a love of fate). It’s not just accepting, it’s loving
 everything that happens.

To wish for what has happened to happen is a clever way to avoid disappointment because nothing is contrary to your desires. But to actually feel gratitude for what happens? To love it? That’s a recipe for happiness and joy.","November 1

Parenthood Is a Bond We All Share

All of our fellow animal creatures, as Aristotle observed long ago, try to stay alive and reproduce more of their kind.

—Martha Nussbaum

You love your kids more than anything. They are so special to you. Your eyes close when you think about them. Your heart softens. There is nothing you wouldn’t do for them. There is no one who means more.

Think about them for a second. Do you feel that radiating warmth? Do you feel it washing over you? You just want to hug them, right? Maybe you even want to cry. That’s what being a parent is.

Now take a minute to consider the many people with whom you share that feeling. Consider how basically every single person, even murderers on death row, even the rude person who just shoved you in the supermarket, even the billionaire you think is destroying our political system, has that same feeling about their kids. Run it backward and forward too. Cleopatra felt that way about her daughter. Frederick Douglass felt it about his sons. So too did billions of ordinary people in small towns and caves and ships on stormy oceans.

Being a parent is something special. It’s also something that is nearly universal. We might be kinder and more forgiving and find more common ground if we could just remember that a little more often."
2025-11-02,"November 2



“But I haven’t at any time been hindered in my will, nor forced against it. And how is this possible? I have bound up my choice to act with the will of God. God wills that I be sick, such is my will. He wills that I should choose something, so do I. He wills that I reach for something, or something be given to me—I wish for the same. What God doesn’t will, I do not wish for.”

—
E
PICTETUS,
D
ISCOURSES
, 
 4.1.89

W
 hen General Dwight D. Eisenhower wrote to his wife on the eve of the invasion of Normandy, he told her, “Everything we could think of has been done, the troops are fit everybody is doing his best. The answer is in the lap of the gods.” He’d done everything he could—and now, what would happen would happen and as Epictetus might say, he was ready to bear whatever that was. In fact, Eisenhower had written another letter that night and prepared it for release in case the invasion failed. If failure was what God—or fate or luck or whatever you want to call it—willed, he was ready.

There is a wonderful lesson there. The man in charge of perhaps the most powerful army the world had ever assembled, on the eve of the most expertly organized and planned invasion the world will hopefully ever know, was humble enough to know that the outcome ultimately belonged to someone or something bigger than him.

And so it goes with all our ventures. No matter how much preparation, no matter how skilled or smart we are, the ultimate outcome is in the lap of the gods. The sooner we know that, the better we will be.","November 2

You’d Trade Anything for This, Yet . . .

When Kobe Bryant took off in his helicopter from downtown Los Angeles on January 26, 2020, he was a five-time NBA champion. He was a two-time finals MVP. He was a two-time Olympic gold medalist. He had won an Emmy and an Oscar and he was a New York Times–bestselling author. He had earned hundreds of millions of dollars in his career and raised a venture capital fund of more than $100 million.

Yet it goes without saying that he would have traded all of those things for just one more day as a dad to his four girls. And you would do the exact same thing.

Who wouldn’t?

We know this. If asked, we would say it. You would say it, right? Yet . . . yet . . . yet . . . look at your choices. You’d give up so much for one more bedtime with your kids, and here you are, on your phone while they’re in the bath. No amount of money could compensate you for one more morning with them, and here you are, grouchy because it’s early, put out because you’re sitting in traffic as you drive them to school.

You have, right now, in your grasp, the thing that Kobe Bryant would have traded anything for. Do. Not. Waste. It. Be grateful for it."
2025-11-03,"November 3



“Just as we commonly hear people say the doctor prescribed someone particular riding exercises, or ice baths, or walking without shoes, we should in the same way say that nature prescribed someone to be diseased, or disabled, or to suffer any kind of impairment. In the case of the doctor, prescribed means something ordered to help aid someone’s healing. But in the case of nature, it means that what happens to each of us is ordered to help aid our destiny.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 5.8.

T
 he Stoics were masters at analogies and used them as a tool to help strengthen their reasoning.

Here, Marcus observes how willingly we will put up with unpleasantness if commanded to by the magic words “doctor’s orders.” The doctor says you’ve got to take this nasty medicine, and you’ll do it. The doctor tells you you have to start sleeping hanging upside down like a bat. You’ll feel silly, but soon enough you’ll get to dangling because you think it will make you better.

On the other hand, when it comes to external events, we fight like hell if anything happens contrary to our plans. But what if, Marcus asks, a doctor had prescribed this exact thing as a part of our treatment? What if this was as good for us as medicine?

Well, what if?","November 3

This Is Something to Be Glad About

It can be hard to express your feelings as a parent sometimes. Not so much because parents are expected to bottle up their emotions but because the emotions that come with being a parent can be so overwhelming and complex. It’s a rush of a million feelings: love, joy, fear, absurdity, exhaustion, responsibility, motivation, and primal attachment.

No one prepared you for any of this . . . and it’s unlike anything you’ve ever dealt with before. How do you express it? How do you let your family know what they mean to you? How they have you wrapped around their finger, how they are your everything?

Maybe this exchange from The Boy, the Mole, the Fox and the Horse will suffice.

“Sometimes I want to say I love you all,” says the mole, “but I find it difficult.”

“Do you?” says the boy.

“Yes, so I say something like I’m glad we are all here.”

I’m glad we are all here. Isn’t that the perfect way to capture how you feel? Joy and gratitude that you’re together, that this is happening. That’s something to be glad about. That you have each other. That we’re all here, right now, despite it all."
2025-11-04,"November 4



“There is no evil in things changing, just as there is no good in persisting in a new state.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 4.42

W
 hen people say change is good, they’re usually trying to reassure someone (or themselves). Because instinctively we view change as bad—or at least we’re suspicious of it.

The Stoics want you to do away with those labels altogether. Change isn’t good. The status quo isn’t bad. They just are.

Remember, events are objective. It’s only our opinion that says something is good or bad (and thus worth fighting against or fighting for). A better attitude? To decide to make the most of everything. But to do that you must first cease fighting.","November 4

You’ve Been Graced

Charles de Gaulle had a hard life. He was a POW in World War I. He had to flee France in order to save it in World War II. He endured protests and assassination attempts. He also had a daughter named Anne, who was born with Down syndrome. In 1928, when she was born, this was not something people knew how to deal with—disabled children were often sent away to institutions. Parents were made to feel ashamed, as if they were responsible for having, in the language of the day, a “retarded” child.

But not de Gaulle and his wife, Yvonne. They embraced their daughter. They built their lives around the challenging but rewarding experience of raising her. “Her birth was a trial for my wife and myself,” he said. “But believe me, Anne is my joy and my strength. She is the grace of God in my life. . . . She has kept me in the security of obedience to the sovereign will of God.”

Each of our children is different. Each comes with their own limitations, challenges, and personality. Whether they are seriously handicapped, have a minor learning disability, or bring into our lives this or that, it doesn’t matter. We have been graced. They are a blessing, an opportunity for us to change and grow; they give us joy and something to throw ourselves into."
2025-11-05,"November 5



“This is the very thing which makes up the virtue of the happy person and a well-flowing life—when the affairs of life are in every way tuned to the harmony between the individual divine spirit and the will of the director of the universe.”

—
C
HRYSIPPUS, QUOTED IN
D
IOGENES
L
AERTIUS,
L
IVES OF THE
E
MINENT
P
HILOSOPHERS
, 
 7.1.88

I
 n undergoing a twelve-step program, many addicts struggle most with step 2: acknowledging a higher power. Addicts often fight this one. At first they claim it’s because they’re atheists or because they don’t like religion or because they don’t understand why it matters.

But they later realize that this is just the addiction talking—it’s another form of selfishness and self-absorption. The actual language of the step is pretty easy to swallow: “[We] came to believe that a Power greater than ourselves could restore us to sanity.” Subsequent steps ask the addict to submit and let go. The second step really has less to do with “god” than those other steps—the letting go. It’s about attuning to the universe and discarding the toxic idea that we’re at the center of it.

It’s no wonder that the Stoics are popular with those in twelve-step programs. It’s also clear that this wisdom is beneficial to us all. You don’t have to believe there is a god directing the universe, you just need to stop believing that you’re
 that director. As soon as you can attune your spirit to that idea, the easier and happier your life will be, because you will have given up the most potent addiction of all: control.","November 5

Are You Teaching Them Gratitude?

Your kids should be grateful. Not to Mom and Dad, of course; you’re just doing your job. You’re legally and biologically obligated. Your kids should be grateful for everything. We all should. It’s amazing that any of us are alive at all. The odds are astronomically small that we are here, that we are us.

So it’s important that you teach your kids about gratitude. Jason Harris, the CEO of Mekanism—an award-winning ad agency—and the author of The Soulful Art of Persuasion, has an interesting practice for persuading your kids to have a more grateful outlook about life. As he writes:

Every Sunday night we write down in our book three things for which we are individually grateful. I know this is not an earth-shattering idea. . . . But this practice has made a world of difference for me and my kids. It resets you and gets you prepped for the week ahead. . . . What’s helpful about writing these reflections in a notebook is that you can consult previous entries and jog your memory on truly trying days. . . . Keeping thoughts of gratitude on the surface of your mental life can help you realize that whatever might be going wrong today, on balance we all have a ton to be positive about.

Beautiful. And how much more beautiful would the world be if more of us took up this practice with our own kids?"
2025-11-06,"November 6



“If the breaking day sees someone proud,

The ending day sees them brought low.

No one should put too much trust in triumph,

No one should give up hope of trials improving.

Clotho mixes one with the other and stops

Fortune from resting, spinning every fate around.

No one has had so much divine favor

That they could guarantee themselves tomorrow.

God keeps our lives hurtling on,

Spinning in a whirlwind.”

—
S
ENECA,
T
HYESTES
, 
 613

T
 he novelist Cormac McCarthy was living in a motel room when he heard a knock at the door. It was a messenger—he’d been awarded the MacArthur “genius” grant and $250,000. Unexpected events can be good as well as bad.

Who could dream of such an unexpected twist? Who but Clotho, one of the three Greek goddesses of fate, who “spins” the thread of human life? To the ancients, she was the one who decided the course of the events of our lives—some good, some bad. As the playwright Aeschylus wrote, “When the gods send evil, one cannot escape it.” The same was true for great destiny and good fortune.

Their resigned attitude might seem strange to us today, but they understood who was really in control (not them, not us!). No amount of prosperity, no amount of difficulty, is certain or forever. A triumph becomes a trial, a trial becomes a triumph. Life can change in an instant. Remember, today, how often it does.","November 6

It’s Always a Blessing

A writer—and, I believe, generally all persons—must think that whatever happens to him or her is a resource.

—Jorge Luis Borges

The thing about being a parent is that it gives you superpowers—or at least a superpower. Nothing too special. You can’t fly. You can’t stop bullets with your chest. But you are able, at least with the right frame of mind, to be serene and happy in the kinds of situations that make everyone else miserable.

A delayed flight. A sick day. Traffic. A pandemic. These are things other people dread. Parents certainly don’t look forward to them either, but they always have this: they understand it’s more time they get to spend with their kids.

All the inconveniences of life are, through the lens of our superpower, an opportunity to hang out with the people we love most! Who can beat that? In fact, delayed flights and traffic or a rainy day are some of the best opportunities, period . . . because now your kids are trapped! Who cares if they don’t want to spend time with you? You’ve got them where you want them.

So don’t complain about the inconveniences. Enjoy them. They’re a blessing. Now you get to spend more time with your kids."
2025-11-07,"November 7



“Don’t trust in your reputation, money, or position, but in the strength that is yours—namely, your judgments about the things that you control and don’t control. For this alone is what makes us free and unfettered, that picks us up by the neck from the depths and lifts us eye to eye with the rich and powerful.”

—
E
PICTETUS,
D
ISCOURSES
, 
 3.26.34–35

I
 n a scene in Steven Pressfield’s classic novel about Alexander the Great, The Virtues of War
 , Alexander reaches a river crossing only to be confronted by a philosopher who refuses to move. “This man has conquered the world!” one of Alexander’s men shouts. “What have you done?” The philosopher responds, with complete confidence, “I have conquered the need to conquer the world.”

We do know that Alexander did clash with Diogenes the Cynic, a philosopher known for his rejection of what society prizes and, by extension, Alexander’s self-image. Just as in Pressfield’s fictional encounter, in Diogenes’s real confrontation with Alexander, the philosopher was more powerful than the most powerful man in the world—because, unlike him, Diogenes had fewer wants. They were able to look each other in the eye and see who really had control over himself, who had achieved the self-mastery required for real and lasting power.

You can have that too. It just means focusing inward on acquiring power rather than outward. As Publilius Syrus, himself a former slave, put it: “Would you have a great empire? Rule over yourself!”","November 7

There Must Be Hope

But you have to have hope. You have to be optimistic in order to continue to move forward.

—John Lewis

A lot has happened in your life. It’s rightly made you cynical about some things, be it politics, relationships, or other people. A lot has happened in history too, and anyone who has ever read a book will have trouble shaking the fact that a lot of lies have been told, a lot of horrible rigging of the system has happened, and a lot of that contributes to the mess we’re in now.

But guess what? You have kids now and you don’t get to be a cynical, angry person anymore. Because you’re responsible for the raising of the next generation.

It is imperative that we give our children hope. That we explain the world to our kids in a way that empowers them with agency, that shows them progress is (and has been) possible. That as awful as things are, as the poet Maggie Smith says, the world still has good bones. Like a good real-estate agent, she tells us, we have to convince our kids that they could turn this into something beautiful. You have to show them that they can make a difference, then equip them with the skills, the resources, and the responsibility to do so.

You have to teach them that no one and nothing is irredeemable."
2025-11-08,"November 8



“Remember that you are an actor in a play, playing a character according to the will of the playwright—if a short play, then it’s short; if long, long. If he wishes you to play the beggar, play even that role well, just as you would if it were a cripple, a honcho, or an everyday person. For this is your duty, to perform well the character assigned you. That selection belongs to another.”

—
E
PICTETUS,
E
NCHIRIDION
, 
 17

M
 arcus Aurelius didn’t want to be emperor. He wasn’t a politician who sought office, and he wasn’t a true heir to the throne. As far as we can tell from his letters and from history, what he really wanted was to be a philosopher. But the powerful elite in Rome, including the emperor Hadrian, saw something in him. Groomed for power, Marcus was adopted and put in line for the throne because they knew he could handle it. Meanwhile, Epictetus lived much of his life as a slave and was persecuted for his philosophical teachings. Both did quite a lot with the roles they were assigned.

Our station in life can be as random as a roll of the dice. Some of us are born into privilege, others into adversity. Sometimes we’re given exactly the opportunities we want. At other times we’re given a lucky break, but to us it feels like a burden.

The Stoics remind us that whatever happens to us today or over the course of our lives, wherever we fall on the intellectual, social, or physical spectra, our job is not to complain or bemoan our plight but to do the best we can to accept it and fulfill it. Is there still room for flexibility or ambition? Of course! The history of the stage is littered with stories of bit parts that turned into starring roles and indelible characters that were expanded in future adaptations. But even this begins with acceptance and understanding—and a desire to excel at what we have been assigned.","November 8

You’ll Want Them to Come to You with Problems

Do you want to be the kind of parent whom your kids turn to when they have a problem? You want them to come to you with their fears, with their secrets, with their dilemmas, don’t you?

Well, then you better make yourself the kind of parent who has earned that honor, who has earned that respect. Because it’s a privilege and not a right. Need proof? Think about your own parents and how many things you kept from them. Even more, why you kept those things from them.

Sure, some things we hide because we know it’s stuff we’re not supposed to be doing. But a lot of it is stuff we could have used their advice on, that we ached to connect over—yet we knew we couldn’t. They would rush to judgment. They wouldn’t let us explain. It would trigger their anxiety or their temper or their moralizing reminders. And we already had enough problems!

You want them to come to you? You want to help them? Then show them you’re worthy of their trust. Teach them that reaching out is worth doing. Teach them that they’ll get a fair hearing. Prove to them that you make things better, not worse."
2025-11-09,"November 9



“The universe is change. Life is opinion.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 4.3.4
b

I
 n Plutarch’s Life of Theseus,
 he describes how the ship of Theseus, an Athenian hero, was preserved by the people of Athens in battle-ready condition for many centuries. Each time a board decayed, it would be replaced until eventually every stick of wood in it had been replaced. Plutarch asks: Is it still the ship of Theseus, or is it a new one?

In Japan, a famous Shinto shrine is rebuilt every twenty-three years. It’s gone through more than sixty of those cycles. Is it one shrine, 1,400 years old? Or sixty consecutive shrines? Even the U.S. Senate, given its staggered elections, could be said to have never been fully turned over. Is it the same body formed in the days of George Washington?

Our understanding of what something is
 is just a snapshot—an ephemeral opinion. The universe is in a constant state of change. Our nails grow and are cut and keep growing. New skin replaces dead skin. Old memories are replaced by new memories. Are we still the same people? Are the people around us the same? Nothing is exempt from this fluidity, not even the things we hold most sacred.","November 9

You Will Want a Crowded Table

What a great spectacle it is when a husband or wife with many children are seen with these children crowded around them!

—Musonius Rufus

It’s helpful to sit back and really think about what parental success looks like.

First, of course, it’s having healthy kids who survive to adulthood—that’s obvious.

But second, when you flash way forward into the future, what is it? It’s that beautiful phrase captured in the title of the Highwomen’s hit “Crowded Table.” At Thanksgiving. On birthdays. At some summer house on the beach you all rent as a family. That is, having kids whom you get to see, whom you have a good relationship with, whom you want to spend time with . . . for the rest of your days.

If you want a garden, the song reminds us, you’re going to have to sow the seed.

And if you want a crowded table, you’ll need to make the right decisions now so they’ll want to make the decision to fly from their homes to yours when they’re older and have families of their own. You’ll have to plant a little happiness, give a little love, if that’s what you want to reap.

You’ll need to set the table today to have the one you’ll want tomorrow."
2025-11-10,"November 10



“Think by way of example on the times of Vespasian, and you’ll see all these things: marrying, raising children, falling ill, dying, wars, holiday feasts, commerce, farming, flattering, pretending, suspecting, scheming, praying that others die, grumbling over one’s lot, falling in love, amassing fortunes, lusting after office and power. Now that life of theirs is dead and gone . . . the times of Trajan, again the same . . .”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 4.32

E
 rnest Hemingway opens his book The Sun Also Rises
 with a Bible verse: “One generation passeth, and another generation cometh; but the earth abideth forever. The sun also riseth, and the sun goeth down, and resteth to the place where he arose.” It was this passage, his editor would say, that “contained all the wisdom of the ancient world.”

And what wisdom is that? One of the most striking things about history is just how long human beings have been doing what they do. Though certain attitudes and practices have come and gone, what’s left are people—living, dying, loving, fighting, crying, laughing.

Breathless media reports or popular books often perpetuate the belief that we’ve reached the apex of humanity, or that this time, things really are different
 . The irony is that people have believed that for centuries.

Strong people resist this notion. They know that with a few exceptions, things are the same as they’ve always been and always will be. You’re just like the people who came before you, and you’re but a brief stopover until the people just like you who will come after. The earth abides forever, but we will come and go.","November 10

How Timeless This Is

What’s so wonderful about being a parent is how it connects us to every father and mother and family that came before us. There is a line in one of Seneca’s essays: “illi in litoribus harenae congestu simulacra domuum excitant hi ut magnum aliquid agentes . . .” (“while children at the beach bring toy houses to life out of heaps of sand, as though engaged in a grand enterprise . . .”).

That’s the kind of timeless observation that a writer at the beach with their kids would make. Seneca was spending time with family and he was struck by the innocence and the metaphor of kids building sandcastles . . . just as your kids build sandcastles. And with that, two thousand years of distance evaporates. A father in ancient Rome, exactly the same as a father in Pensacola over spring break or a mom at a public beach in Africa’s Ivory Coast.

It can be humbling and comforting to take the time to think of these moments. As you try to rein in your difficult teenager, as your three-month-old falls asleep in your arms, as you nurse your daughter with health problems through her recovery—the fact that this kind of thing has been happening throughout human history should be heartening. They made it; you’re going to make it.

What a tradition you are part of. Think how many parents have come before you and will come after. We all struggle. We all triumph. We all smile watching our kids play in the sand.

Parenthood, this timeless enterprise."
2025-11-11,"November 11



“When you are distressed by an external thing, it’s not the thing itself that troubles you, but only your judgment of it. And you can wipe this out at a moment’s notice.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 8.47

I
 magine you’ve dreamed of a life in politics. You’re young, you’re vigorous, and you’ve held increasingly powerful positions over the course of your career. Then at thirty-nine, you start to feel run down. Your doctors tell you that you have polio and your life will never be the same. Your career is over—right?

This is the story of Franklin Delano Roosevelt, now widely regarded as one of America’s greatest political leaders. He was, at middle age, diagnosed with polio after spending years preparing for and dreaming about the presidency.

It’s impossible to understand FDR without understanding this disability. The “external thing” was that he was crippled—this was a literal fact—but his judgment of it was that it did not cripple his career or his personhood. Though he was certainly the victim of a then incurable disease, he wiped away—almost immediately—the victim’s mentality.

Let’s not confuse acceptance with passivity.","November 11

There Is Nothing Better Than This

Love is the only legacy that matters. Let’s not point our love in the wrong direction.

—Donald Miller

Falling in love with your spouse is great. Making a lot of money is awesome. Crushing it at work is the best. It’s nice to have a big house or to go out and have a wonderful night with friends. But there is nothing quite like coming home to your kids. Having them rush into your arms for a hug. Feeling them fall asleep on your chest on the couch. When they climb on your shoulders. When they talk to you about something they’re excited about. When you hear them coming around the corner, excitedly saying your name, and they jump into your bed.

Nothing’s better, as Bruce Springsteen put it, than blood on blood.

There is a lot of great stuff in life, but nothing is better than family. That’s what he’s saying. The blood relationship is not what he’s talking about. He’s talking about the bond. The people you’d do anything for.

So the question to think about today is: If this really is the best and most important thing in your world, are you really building your life around it? We pull extra hours at the office to get promoted. We take risks to make investments with our money. We make plans to see friends or have fun. But do we actively sacrifice and scheme so that we might have more of that one pleasure that tops them all? Do we actively prioritize the thing that truly matters most? Those moments when blood is on blood, when family is together?"
2025-11-12,"November 12



“If we judge as good and evil only the things in the power of our own choice, then there is no room left for blaming gods or being hostile to others.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 6.41

A
 sign on President Harry Truman’s desk read, THE BUCK STOPS HERE
 . As president, with more power and control than pretty much anyone else, he knew that, good or bad, there wasn’t anyone he could blame for stuff other than himself. There was no one to pass the buck to. The chain ended there, in the Oval Office.

As the president of our own lives—and knowing that our powers begin and end with our reasoned choice—we would do well to internalize this same attitude. We don’t control things outside that sphere, but we do control our attitudes and our responses to those events—and that’s plenty. It’s enough that we go into each and every day knowing that there is no one to pass the buck to. It ends with us.","November 12

This Is Why You’re Here

Whoever wants to become great among you must be your servant, and whoever wants to be first must be slave of all. For even the Son of Man did not come to be served, but to serve, and to give his life as a ransom for many.

—Mark 10:43–45

Sometimes you get a glimpse into the lives of childless people and feel a tinge of jealousy. How much more time they have. Even the acronym DINK can make your mouth water a bit: dual incomes, no kids.

And yet? You know you made the right choice, not just because you love your kids but because kids give us the most important thing in the world. They give us purpose—a reason why we’re here. That verse from the Gospel of Mark should land deeply with any parent.

We are here to give them a good life . . . and in so doing, make our own lives worth living. So there is no need to feel jealous. If there is anyone to envy, it’s you."
2025-11-13,"November 13



“Don’t allow yourself to be heard any longer griping about public life, not even with your own ears!”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS,

 8.9

N
 ot only do even the most fortunate of us complain, it often seems like the more fortunate we are, the more time we have to do so. Marcus Aurelius was a reluctant chief executive—just as you might be a reluctant accountant, kid’s soccer coach, or lawyer. Or perhaps you generally like your job, but you could do without a few of its attendant responsibilities. Where does that thinking get you? Nowhere, other than in a negative state of mind.

It calls to mind a motto of British prime minister Benjamin Disraeli: “Never complain, never explain.” He said this because, like Marcus, he knew that the burdens of responsibility were immense. It’s so easy to complain about this or that, or to try to make excuses and justifications for the things you’ve done. But that doesn’t accomplish anything—and it never lightens the load.","November 13

You Should Like Being Their Chauffeur

What am I, many a parent has asked their kid, your chauffeur? What do you think I am, an Uber driver? It’s understandable—it can be a pain to drive your kids around. To school. To a friend’s house. To football practice. Sometimes it can feel like this is all parenting is—driving a little person around . . . for free.

But instead of seeing this as an obligation, see it as a gift. For a bunch of reasons. First off, twenty minutes in the car can be something you share and remember forever.

Second, how often do you get this kind of captive audience? You guys are stuck together! This is wonderful. This is what you wanted, right? An opportunity to connect? To bond? To have fun? So use it!

Third, as many parents with older kids will tell you, something changes when kids are in the car with you. Suddenly, you’re not the parent. You’re just a companion. Kids will share and say things in the car they wouldn’t say anywhere else. Or better, if their friends are with them in the car too, you fade into the background and suddenly get to watch how your kid is with other people. You’ll learn things about your own son or daughter that you’d never know otherwise. You’ll get a glimpse into who they are in a way they could never articulate to you directly.

The point is: driving your kids around is a privilege. It’s an opportunity. Don’t complain about it. If anything, volunteer to do it!"
2025-11-14,"November 14



“He was sent to prison. But the observation ‘he has suffered evil,’ is an addition coming from you.”

—
E
PICTETUS,
D
ISCOURSES
, 
 3.8.5
b
–6
a

T
 his is classic Stoic thinking, as you’ve gathered by now. An event itself is objective. How we describe it—that it was unfair, or it’s a great calamity, or that they did it on purpose—is on us.

Malcolm X (then Malcolm Little) went into prison a criminal, but he left as an educated, religious, and motivated man who would help in the struggle for civil rights. Did he suffer an evil? Or did he choose to make his experience a positive one?

Acceptance isn’t passive. It’s the first step in an active process toward self-improvement.","November 14

You’ll Want Them Close

John Jay O’Connor III grew up in San Francisco. His family was local royalty. He went to college at Stanford, just down the road, and returned there for law school as well. So how did the O’Connors end up in Phoenix? It wasn’t because he wanted to be close to the family of his new wife, Sandra Day O’Connor—who lived as far east as one could get in Arizona, on a ranch in the middle of nowhere. It certainly wasn’t because Phoenix was a bustling metropolis or a paragon of culture—not in the late 1950s, anyway.

The answer was simple. He didn’t want to be very close to his family. As he later reflected: “My mother was a very critical woman, and I did not want to listen to her time and again.”

We all want great things for our children . . . but most of all, especially when we’re older, we’re going to want them to be close to us. How can we increase our chances of that? How can we do our best to ensure the existence of that lovely, crowded table we talked about the other day?

By being pleasant to be around. By not making our anxieties and fears our kids’ problem. By loving them as much as we push them. By helping them be who they are . . . not what we think they should be. By asking ourselves, every time we feel like criticizing or judging or starting an argument, Is this worth what I am about to withdraw from our relationship?

By putting them first, but not putting everything on them, we might one day find them as close to us at our table as they are close to our hearts."
